KP,Er
2864.3052322109556,-5.794191922458572
2868.124500985447,-5.832576073436003
2871.943769759938,-5.87096022441343
2875.7630385344296,-5.909344375390863
2879.5823073089214,-5.947728526368293
2883.4015760834122,-5.986112677345722
2887.220844857904,-6.02449682832316
2891.0401136323953,-6.0628809793005916
2894.859382411647,-6.101264656591853
2898.6786511912815,-6.139648295832291
2902.497919965969,-6.178032427321293
2906.3171887404606,-6.216416578298725
2910.1364575149514,-6.254800729276155
2913.9557262894423,-6.293184880253582
2917.7749950639336,-6.331569031231009
2921.594263838425,-6.36995318220844
2925.4135326129162,-6.40833733318587
2929.2328013874076,-6.446721484163301
2933.052070161899,-6.485105635140728
2936.871338937128,-6.5234897127276
2940.6906077167614,-6.561873351968033
2944.509876495472,-6.600257083161431
2948.329145269963,-6.638641234138861
2952.1484140444536,-6.6770253851162895
2955.967682818946,-6.715409536093722
2959.7869515934367,-6.753793687071149
2963.606220367928,-6.79217783804858
2967.425489142419,-6.830561989026005
2971.24475791691,-6.868946140003441
2975.0640266579794,-6.907333616103713
2978.8832953295964,-6.945728001820562
2982.7025640402276,-6.984118506067256
2986.521832819862,-7.022502145307694
2990.341101597452,-7.060885987942449
2994.1603703719434,-7.099270138919879
2997.9796391464342,-7.137654289897311
3001.798907920926,-7.176038440874743
3005.6181766954173,-7.214422591852173
3009.4374454699096,-7.252806742829605
3013.256714244401,-7.291190893807034
3017.0759830188917,-7.329575044784458
3020.8952517933835,-7.367959195761891
3024.7145205678744,-7.406343346739321
3028.5337893453434,-7.444727201443445
3032.353058124978,-7.483110840683887
3036.172326901448,-7.521494794760028
3039.9915956759396,-7.559878945737456
3043.81086445043,-7.598263096714881
3047.6301332249213,-7.63664724769231
3051.4494019994127,-7.675031398669745
